,user_id,treatment_group,seats_purchased,user_purchased
938,22281732469,treatment_B,0,0
939,21337923255,treatment,0,0
940,23263361803,treatment_B,0,0
941,22983408031,control,0,0
942,23105033390,treatment,3,1
943,10506785494,control,1,1
944,10506785494,control,1,1
945,23605730612,treatment,0,0
946,15201773582,treatment,0,0
947,247606182,treatment,0,0
948,3610455875,treatment,1,1
949,3610455875,treatment,1,1
950,23414393542,treatment_B,7,1
951,205358541,treatment_B,0,0
952,237253911,treatment,0,0
953,19292100269,treatment,0,0
954,9986185130,treatment,0,0
955,12982683111,treatment,0,0
956,23332368209,control,10,1
957,23332368209,control,15,1
958,6480974337,treatment_B,0,0
959,23660520717,treatment_B,0,0
960,234680666,treatment_B,0,0
961,10408486095,treatment_B,1,1
962,212736286,treatment,0,0
963,18983497438,control,0,0
964,18833108951,treatment_B,0,0
965,18899038702,treatment_B,2,1
966,261410593,treatment,0,0
967,20279185441,treatment,0,0
968,180059238,treatment_B,0,0
969,19371887346,treatment_B,0,0
970,13469585085,treatment,1,1
971,13469585085,treatment,1,1
972,13469585085,treatment,1,1
973,13469585085,treatment,1,1
974,23454142437,control,0,0
975,20219166382,treatment,1,1
976,20219166382,treatment,2,1
977,225434527,control,1,1
978,19117331713,treatment,0,0
979,10011270758,treatment,0,0
980,21645872045,treatment_B,1,1
981,11752743595,treatment,0,0
982,13314364990,control,0,0
983,11613108744,treatment_B,0,0
984,15484990793,treatment,0,0
985,18854618587,treatment_B,0,0
986,16228062,control,0,0
987,19613404790,control,1,1
988,6164838746,treatment,0,0
989,22950108438,treatment,0,0
990,10018748786,control,0,0
991,217289352,treatment_B,0,0
992,236973819,treatment_B,1,1
993,22779262073,treatment,2,1
994,22779262073,treatment,2,1
995,15146204575,control,1,1
996,221115901,control,0,0
997,212754174,control,0,0
998,9632319515,control,1,1
999,13614778101,control,0,0
1000,18185086003,treatment_B,1,1
1001,2870449562,treatment_B,1,1
1002,23268590565,treatment_B,0,0
1003,3606452602,treatment,3,1
1004,177082592,treatment_B,0,0
1005,19055649219,treatment_B,0,0
1006,14549170283,control,0,0
1007,19036349524,treatment_B,0,0
1008,16188745072,control,0,0
1009,18142074178,control,0,0
1010,23215077969,treatment_B,0,0
1011,3627165476,treatment,0,0
1012,15994342814,treatment,0,0
1013,18407751461,treatment,0,0
1014,22629514059,treatment_B,0,0
1015,211992788,treatment,0,0
1016,23524596268,control,0,0
1017,202454159,treatment_B,0,0
1018,14988592852,control,0,0
1019,12818645545,treatment_B,0,0
1020,16792656374,control,0,0
1021,180680746,treatment_B,0,0
1022,180351885,treatment_B,3,1
1023,180351885,treatment_B,1,1
1024,232109729,treatment,0,0
1025,232855129,treatment,0,0
1026,17236957850,control,1,1
1027,18588495580,treatment,1,1
1028,18588495580,treatment,1,1
1029,18588495580,treatment,1,1
1030,14865610675,treatment_B,0,0
1031,23064783083,treatment_B,0,0
1032,276051229,control,1,1
1033,3088591813,treatment_B,1,1
1034,225028169,control,0,0
1035,18470419173,treatment_B,0,0
1036,17912675405,control,2,1
1037,16315342408,treatment_B,0,0
1038,16619001051,treatment,0,0
1039,8607149427,treatment,0,0
1040,23238584253,control,0,0
1041,948953012,treatment,0,0
1042,15328644764,treatment,1,1
1043,23057237940,treatment_B,0,0
1044,9991423172,control,0,0
1045,23472416006,control,0,0
1046,204558766,treatment_B,0,0
1047,15734466226,treatment_B,0,0
1048,3178807658,control,0,0
1049,23646944033,control,0,0
1050,17380165314,treatment,0,0
1051,215534223,control,0,0
1052,1091030300,treatment,0,0
1053,21046267600,treatment,1,1
1054,21046267600,treatment,1,1
1055,213572135,treatment,2,1
1056,3287320188,treatment_B,0,0
1057,9039361061,treatment_B,0,0
1058,18660560893,treatment,0,0
1059,18667181677,treatment,0,0
1060,3688385414,control,1,1
1061,22497422919,treatment_B,0,0
1062,3706908977,treatment,1,1
1063,359531984,control,1,1
1064,14271824182,treatment_B,0,0
1065,12014830842,control,1,1
1066,236963031,treatment_B,0,0
1067,22241419641,treatment,1,1
1068,22241419641,treatment,1,1
1069,22241419641,treatment,1,1
1070,22241419641,treatment,1,1
1071,22241419641,treatment,1,1
1072,22241419641,treatment,1,1
1073,22241419641,treatment,1,1
1074,22241419641,treatment,1,1
1075,22241419641,treatment,1,1
1076,22241419641,treatment,1,1
1077,22241419641,treatment,1,1
1078,16981599294,treatment,0,0
1079,18252497087,treatment,0,0
1080,206553614,control,0,0
1081,20007177729,treatment_B,1,1
1082,20007177729,treatment_B,1,1
1083,17235675384,treatment_B,2,1
1084,14595312865,treatment_B,0,0
1085,15053725785,control,0,0
1086,248554938,control,5,1
1087,6684955144,treatment,0,0
1088,6446395751,treatment,3,1
1089,12685787554,treatment_B,0,0
1090,8687147277,treatment_B,0,0
1091,224595091,treatment_B,1,1
1092,2640831012,control,0,0
1093,3669647090,treatment,0,0
1094,18644418499,treatment,0,0
1095,22263127424,control,0,0
1096,4011379074,treatment_B,0,0
1097,18935721718,treatment_B,1,1
1098,18935721718,treatment_B,1,1
1099,13184504602,treatment,0,0
1100,175746779,control,0,0
1101,273834181,treatment_B,0,0
1102,10114446251,treatment_B,0,0
1103,12535075180,treatment,0,0
1104,22406086331,treatment_B,0,0
1105,202640047,treatment_B,1,1
1106,202640047,treatment_B,1,1
1107,19998980496,control,0,0
1108,224109801,control,0,0
1109,8204948450,treatment,0,0
1110,21199603697,control,0,0
1111,2668379799,treatment_B,0,0
1112,10598329513,treatment_B,0,0
1113,12331857,control,0,0
1114,234495742,treatment_B,0,0
1115,13908639757,treatment_B,0,0
1116,17873487317,treatment,0,0
1117,23096828207,treatment,0,0
1118,212545258,treatment,0,0
1119,3946332347,treatment,0,0
1120,225033537,treatment,0,0
1121,20334228658,treatment,3,1
1122,13057865772,treatment,0,0
1123,22080607305,treatment_B,0,0
1124,15401038568,treatment_B,0,0
1125,22971459077,control,0,0
1126,254576102,control,0,0
1127,17192404156,treatment,0,0
1128,855399553,treatment_B,0,0
1129,183205068,treatment_B,0,0
1130,233622178,treatment_B,0,0
1131,280275101,control,5,1
1132,1139529610,control,0,0
1133,14402631362,treatment_B,0,0
1134,272082057,treatment,25,1
1135,11656170882,treatment_B,0,0
1136,12779251,control,0,0
1137,15487273479,treatment,0,0
1138,18191949421,treatment,0,0
1139,8949205859,treatment_B,1,1
1140,20494138441,treatment,0,0
1141,281713789,treatment,0,0
1142,16567823743,treatment_B,0,0
1143,327232543,control,2,1
1144,254320141,control,0,0
1145,233087773,treatment,0,0
1146,23475293203,treatment,0,0
1147,10599326612,treatment,5,1
1148,23505494839,treatment_B,0,0
1149,21983630447,treatment,0,0
1150,177004964,control,0,0
1151,15566904284,control,0,0
1152,12513633862,treatment,0,0
1153,878732357,control,0,0
1154,13495568882,control,0,0
1155,22646460281,treatment_B,0,0
1156,20133499046,control,0,0
1157,7882185385,control,0,0
1158,16118822800,treatment,0,0
1159,16008225459,treatment_B,1,1
1160,23329491049,treatment_B,0,0
1161,220690415,control,0,0
1162,23347726406,treatment_B,0,0
1163,234339204,treatment_B,1,1
1164,15337058415,treatment_B,0,0
1165,200633413,treatment,0,0
1166,16057404523,treatment,0,0
1167,22402551464,treatment_B,1,1
1168,22402551464,treatment_B,1,1
1169,22402551464,treatment_B,2,1
1170,21730498431,treatment_B,0,0
1171,11676950084,control,1,1
1172,20224911184,treatment,0,0
1173,22059922517,treatment_B,0,0
1174,16160716236,treatment,0,0
1175,23364586538,treatment,0,0
1176,204952812,treatment,0,0
1177,23074015488,treatment_B,0,0
1178,1409860958,control,0,0
1179,282891877,treatment,0,0
1180,23231812905,control,0,0
1181,21870129709,treatment_B,1,1
1182,21870129709,treatment_B,1,1
1183,19037864418,treatment_B,0,0
1184,9675271403,treatment_B,0,0
1185,10179324527,treatment,3,1
1186,23351559152,treatment,0,0
1187,23175518630,treatment,0,0
1188,6477306,treatment_B,0,0
1189,9616644020,treatment_B,0,0
1190,17063799190,treatment_B,0,0
1191,2870893156,control,0,0
1192,14330679616,control,0,0
1193,15940294063,treatment_B,0,0
1194,23393609241,treatment_B,0,0
1195,259722033,treatment_B,0,0
1196,239292210,treatment_B,0,0
1197,18734129873,treatment,0,0
1198,17170726937,treatment,1,1
1199,6138477544,treatment_B,0,0
1200,11686519928,treatment,0,0
1201,18413823140,control,0,0
1202,422260595,control,0,0
1203,227484381,treatment,1,1
1204,227484381,treatment,1,1
1205,22360711898,treatment,0,0
1206,23684712732,treatment,0,0
1207,22771685134,control,0,0
1208,18210146844,control,0,0
1209,218047364,control,1,1
1210,18800886537,treatment_B,1,1
1211,19282812969,control,2,1
1212,20861463469,treatment,0,0
1213,14497249137,treatment_B,0,0
1214,23040814755,treatment,0,0
1215,23628732111,treatment_B,0,0
1216,261451461,treatment,1,1
1217,223104207,treatment,0,0
1218,12862598262,treatment,0,0
1219,11766250492,treatment_B,0,0
1220,220120883,treatment_B,2,1
1221,10416848042,treatment_B,1,1
1222,22482614436,control,0,0
1223,14663501405,treatment,0,0
1224,3953828628,control,0,0
1225,16004974435,control,0,0
1226,14430185225,control,0,0
1227,237860175,treatment,0,0
1228,19693881015,treatment,0,0
1229,210086193,control,0,0
1230,1099256357,control,1,1
1231,10557655069,treatment,7,1
1232,250166378,treatment,1,1
1233,3666961746,treatment,1,1
1234,15151971440,treatment_B,0,0
1235,21121860704,treatment_B,1,1
1236,13545846243,treatment,0,0
1237,7920053365,treatment_B,0,0
1238,211460099,treatment,1,1
1239,23680260855,control,0,0
1240,241773555,treatment,2,1
1241,6767610809,control,0,0
1242,182206908,treatment_B,0,0
1243,3072123862,treatment_B,2,1
1244,17256460586,treatment_B,7,1
1245,23044313109,treatment,0,0
1246,17488622329,treatment_B,0,0
1247,231057933,treatment,0,0
1248,14394555318,treatment_B,0,0
1249,22959051521,control,0,0
1250,19816356084,control,0,0
1251,2888153316,control,2,1
1252,17157032575,treatment,1,1
1253,17157032575,treatment,1,1
1254,11816121543,control,0,0
1255,585294046,treatment,0,0
1256,6197308532,treatment_B,0,0
1257,23045035255,control,0,0
1258,18862272188,control,1,1
1259,23410817620,treatment,0,0
1260,21962626551,control,0,0
1261,3872754654,treatment_B,0,0
1262,23498919297,treatment_B,0,0
1263,250806858,control,1,1
1264,225461283,control,3,1
1265,22709362563,control,2,1
1266,9619225278,treatment_B,0,0
1267,459056606,control,0,0
1268,17936748135,treatment,3,1
1269,19159296596,control,2,1
1270,3872713861,treatment_B,1,1
1271,3872713861,treatment_B,2,1
1272,214583165,control,0,0
1273,16110185050,treatment_B,1,1
1274,3231435142,control,0,0
1275,23522701133,control,0,0
1276,1597894787,control,0,0
1277,1952803733,treatment_B,0,0
1278,20926644422,control,1,1
1279,8168884,treatment_B,0,0
1280,23690165911,treatment,0,0
1281,19407888728,treatment,1,1
1282,236739950,treatment,0,0
1283,23523240966,treatment_B,0,0
1284,23228289781,control,0,0
1285,190905933,treatment,3,1
1286,19532990987,treatment_B,12,1
1287,19532990987,treatment_B,1,1
1288,13901973594,treatment,0,0
1289,23531944371,control,0,0
1290,1548150326,treatment,0,0
1291,22383168836,control,5,1
1292,1334583975,treatment,0,0
1293,14883790390,treatment,0,0
1294,22988894478,treatment_B,0,0
1295,23222056906,treatment,0,0
1296,14227707928,treatment,0,0
1297,18838283754,treatment_B,1,1
1298,22102947524,treatment_B,0,0
1299,22561419344,treatment_B,1,1
1300,242644249,treatment,1,1
1301,3977988465,control,0,0
1302,224775463,control,0,0
1303,23594923914,treatment,0,0
1304,13731912418,control,0,0
1305,8093012491,treatment,1,1
1306,183373796,control,1,1
1307,22423335277,treatment,1,1
1308,11025705,control,0,0
1309,17294521304,control,0,0
1310,12291202903,treatment_B,0,0
1311,14800840832,treatment_B,1,1
1312,17440989439,treatment_B,1,1
1313,2870154810,treatment_B,0,0
1314,7765297928,control,1,1
1315,7765297928,control,1,1
1316,17875292002,control,0,0
1317,217495434,control,1,1
1318,217495434,control,1,1
1319,11529295234,treatment,1,1
1320,11529295234,treatment,1,1
1321,22986444639,treatment,0,0
1322,10055269551,treatment_B,1,1
1323,3177628193,control,0,0
1324,7685902046,treatment_B,0,0
1325,348914726,control,1,1
1326,1369859974,treatment_B,0,0
1327,12013562285,treatment_B,1,1
1328,23541422464,control,0,0
1329,17599970802,treatment,0,0
1330,15412218467,control,0,0
1331,23365411375,control,0,0
1332,18535682930,treatment_B,0,0
1333,22405788990,treatment_B,0,0
1334,22369351696,control,0,0
1335,20998752143,control,0,0
1336,13044559340,treatment_B,0,0
1337,191560687,control,0,0
1338,19298158762,treatment_B,0,0
1339,20525518103,treatment_B,5,1
1340,13284332051,treatment_B,0,0
1341,23512008775,treatment,0,0
1342,13213125350,treatment,0,0
1343,1881249854,treatment,1,1
1344,18916406643,control,0,0
1345,12556783036,control,0,0
1346,241777785,treatment_B,0,0
1347,3414537453,control,0,0
1348,7526504021,control,0,0
1349,21973629951,treatment_B,0,0
1350,12722635732,control,0,0
1351,22935391417,treatment_B,0,0
1352,21706073425,treatment_B,0,0
1353,22941792848,treatment_B,1,1
1354,19444702000,treatment_B,0,0
1355,193714932,control,0,0
1356,22057779343,treatment_B,1,1
1357,22057779343,treatment_B,1,1
1358,22057779343,treatment_B,1,1
1359,17354813,control,0,0
1360,367100632,control,0,0
1361,23470904199,treatment_B,0,0
1362,18218620273,treatment_B,0,0
1363,3509513764,control,0,0
1364,232629023,treatment_B,0,0
1365,6628784217,control,0,0
1366,2204371133,treatment_B,0,0
1367,10578647,treatment_B,0,0
1368,7930097299,treatment_B,0,0
1369,14670803896,treatment_B,0,0
1370,6240970488,control,0,0
1371,23535153994,treatment,0,0
1372,214007225,treatment_B,0,0
1373,386949016,control,0,0
1374,21941727525,control,6,1
1375,1823192801,treatment,0,0
1376,3864958250,treatment,3,1
1377,6091648412,treatment,0,0
1378,16810705539,control,0,0
1379,20325960760,control,0,0
1380,242834899,treatment_B,0,0
1381,21782873095,treatment,0,0
1382,215174153,treatment_B,2,1
1383,17523775413,treatment_B,0,0
1384,19378534584,treatment_B,0,0
1385,15118366310,treatment,1,1
1386,15118366310,treatment,1,1
1387,257332141,treatment,0,0
1388,22547347886,treatment,0,0
1389,8293461519,treatment_B,0,0
1390,6738693785,control,0,0
1391,16195634360,treatment,1,1
1392,203876347,treatment,0,0
1393,23063752967,treatment,0,0
1394,235738398,treatment_B,0,0
1395,7521168463,control,0,0
1396,8039414286,treatment_B,1,1
1397,3687403099,treatment_B,1,1
1398,23347870536,control,0,0
1399,10677001687,treatment_B,0,0
1400,20448403758,treatment_B,2,1
1401,212604420,treatment_B,1,1
1402,13577040766,control,2,1
1403,22669484057,control,0,0
1404,23521378718,treatment_B,0,0
1405,6386226252,treatment_B,0,0
1406,17513786883,treatment_B,0,0
1407,1477373092,treatment,0,0
1408,19315864525,control,0,0
1409,12387514,control,1,1
1410,23413315611,treatment,0,0
1411,252858093,treatment_B,1,1
1412,252858093,treatment_B,1,1
1413,181703883,treatment,0,0
1414,22197375174,control,0,0
1415,23475497162,treatment_B,1,1
1416,23475497162,treatment_B,1,1
1417,9974880606,treatment_B,2,1
1418,23124516512,control,0,0
1419,638769346,control,0,0
1420,205443078,treatment,0,0
1421,460489775,treatment,0,0
1422,1502296654,treatment_B,0,0
1423,16735586908,treatment,0,0
1424,20211021064,treatment_B,1,1
1425,20211021064,treatment_B,1,1
1426,6113070381,treatment_B,0,0
1427,222868389,treatment,0,0
1428,16887813231,treatment,1,1
1429,190527097,treatment_B,0,0
1430,21708557308,treatment_B,0,0
1431,14207980657,control,0,0
1432,196338982,treatment,0,0
1433,19933120919,treatment,0,0
1434,20044704011,treatment,0,0
1435,21647707397,control,0,0
1436,10818069614,control,2,1
1437,10818069614,control,1,1
1438,10818069614,control,1,1
1439,10578815282,control,0,0
1440,17009058844,control,0,0
1441,12360014057,control,0,0
1442,17872331018,treatment_B,0,0
1443,12107561030,control,0,0
1444,17302126800,treatment,0,0
1445,3658652856,treatment,0,0
1446,12957446864,control,0,0
1447,16629341196,control,0,0
1448,15720716064,treatment,0,0
1449,23373272131,treatment,0,0
1450,673047377,control,0,0
1451,236000018,treatment,0,0
1452,22301460776,control,0,0
1453,3440337490,treatment_B,0,0
1454,15342870963,control,0,0
1455,278335721,control,0,0
1456,18998287298,treatment,0,0
1457,283024225,treatment,0,0
1458,3801856651,treatment_B,0,0
1459,17873793320,treatment_B,0,0
1460,18267570715,control,0,0
1461,7208325533,control,0,0
1462,22502763032,treatment,0,0
1463,207832390,treatment_B,0,0
1464,11826306470,treatment_B,0,0
1465,23247804944,control,0,0
1466,12248595055,control,0,0
1467,16199203422,treatment,0,0
1468,269082782,treatment_B,0,0
1469,15065987786,treatment_B,3,1
1470,7754754468,treatment_B,0,0
1471,9454903807,control,0,0
1472,22966959195,control,0,0
1473,231403419,control,0,0
1474,2818458395,treatment_B,1,1
1475,22043928384,treatment,1,1
1476,13185646402,control,1,1
1477,3698840757,control,0,0
1478,16456160263,control,0,0
1479,23276621669,control,0,0
1480,3851055099,treatment_B,1,1
1481,3851055099,treatment_B,3,1
1482,3851055099,treatment_B,1,1
1483,18231601157,treatment_B,0,0
1484,21945475790,treatment,0,0
1485,8474639409,treatment_B,1,1
1486,12462315461,treatment_B,1,1
1487,274761961,treatment_B,2,1
1488,274761961,treatment_B,1,1
1489,10862337165,treatment_B,0,0
1490,345154325,control,0,0
1491,2770343771,treatment,1,1
1492,2770343771,treatment,1,1
1493,211805070,treatment,0,0
1494,226912813,treatment_B,1,1
1495,17040873123,control,0,0
1496,203296825,control,0,0
1497,23126796272,treatment,0,0
1498,10821631,treatment,1,1
1499,18078979829,control,0,0
1500,225686977,treatment,0,0
1501,209315395,control,0,0
1502,19749679815,control,0,0
1503,15352679958,treatment,0,0
1504,275053249,control,2,1
1505,8270574884,treatment_B,1,1
1506,21077683942,treatment_B,1,1
1507,22070626275,treatment_B,0,0
1508,179200173,control,0,0
1509,20426391654,treatment_B,0,0
1510,23383685564,control,0,0
1511,17600075364,control,0,0
1512,18858851719,treatment,0,0
1513,11370805683,treatment,3,1
1514,242544097,treatment_B,1,1
1515,242544097,treatment_B,1,1
1516,242544097,treatment_B,1,1
1517,242544097,treatment_B,1,1
1518,23337931973,treatment_B,0,0
1519,16057881185,treatment_B,0,0
1520,17008491481,control,0,0
1521,22564222592,treatment_B,0,0
1522,23477395320,treatment,0,0
1523,20545651893,control,0,0
1524,15408640495,treatment_B,0,0
1525,3276705473,control,0,0
1526,23380263096,treatment,0,0
1527,473,treatment,0,0
1528,21793776553,treatment,1,1
1529,21793776553,treatment,1,1
1530,21793776553,treatment,1,1
1531,1561418592,treatment,1,1
1532,1561418592,treatment,1,1
1533,1561418592,treatment,1,1
1534,3385826914,treatment,0,0
1535,23347838790,treatment,0,0
1536,14498945456,treatment,0,0
1537,7450727079,control,0,0
1538,23125692182,treatment_B,0,0
1539,23316283690,treatment,0,0
1540,17358292930,treatment_B,0,0
1541,14074675377,treatment,0,0
1542,20661468744,control,0,0
1543,23555343061,treatment,0,0
1544,13042555390,treatment_B,0,0
1545,19621633550,treatment_B,0,0
1546,20296009164,treatment_B,0,0
1547,191764117,treatment_B,0,0
1548,3171779740,treatment_B,0,0
1549,219236948,treatment,0,0
1550,12610885880,treatment,0,0
1551,16171041408,treatment,0,0
1552,1994916127,control,0,0
1553,22611454549,treatment_B,0,0
1554,21966451594,treatment,0,0
1555,22712016621,treatment_B,1,1
1556,7752598434,treatment_B,1,1
1557,7752598434,treatment_B,1,1
1558,17572292767,control,0,0
1559,3981081592,control,2,1
1560,19944608270,treatment_B,1,1
1561,227874794,treatment_B,0,0
1562,23407740830,treatment,0,0
1563,1245828687,treatment,0,0
1564,9474430760,control,1,1
1565,13715912749,treatment,0,0
1566,21072881724,treatment_B,0,0
1567,8105582172,treatment,0,0
1568,336053418,control,0,0
1569,19063373044,control,0,0
1570,276131917,control,1,1
1571,17917204883,control,0,0
1572,18479142871,treatment_B,0,0
1573,225330323,treatment,0,0
1574,11464679092,control,0,0
1575,18231531372,control,1,1
1576,21529183377,control,0,0
1577,9766153977,treatment,0,0
1578,12873116534,treatment_B,0,0
1579,14467393101,control,1,1
1580,196911370,treatment_B,1,1
1581,5272470,treatment_B,0,0
1582,7378020572,treatment_B,1,1
1583,889543716,treatment,0,0
1584,18351726558,treatment_B,1,1
1585,10617236005,treatment,0,0
1586,8335398377,treatment,0,0
1587,23582001789,control,0,0
1588,6376765105,treatment_B,0,0
1589,23406881099,treatment,0,0
1590,182094774,control,0,0
1591,22546469430,control,0,0
1592,219212324,control,0,0
1593,22526441315,control,0,0
1594,23476232152,control,0,0
1595,19542036106,treatment_B,1,1
1596,19542036106,treatment_B,1,1
1597,22615073088,control,0,0
1598,3941041165,control,0,0
1599,18800821830,treatment_B,0,0
1600,7170281888,control,0,0
1601,11907884458,control,1,1
1602,198202295,control,0,0
1603,280243461,control,0,0
1604,12358219,treatment,0,0
1605,10038192614,treatment,2,1
1606,21966307988,treatment_B,1,1
1607,21966307988,treatment_B,2,1
1608,3419805445,control,0,0
1609,22803225995,treatment,0,0
1610,259390961,treatment,1,1
1611,259390961,treatment,1,1
1612,259390961,treatment,1,1
1613,22005922598,control,0,0
1614,17629339980,treatment_B,1,1
1615,2201537,treatment,0,0
1616,17737569029,control,0,0
1617,341557296,control,0,0
1618,6506166402,treatment_B,0,0
1619,254883914,treatment,0,0
1620,16706360734,treatment_B,0,0
1621,176718704,treatment_B,0,0
1622,245354982,treatment,0,0
1623,16112491445,treatment,0,0
1624,178961758,treatment_B,0,0
1625,243606865,treatment,0,0
1626,233809142,treatment_B,0,0
1627,16533708917,treatment,2,1
1628,19502900101,treatment,0,0
1629,6308932079,treatment_B,1,1
1630,13809675225,treatment_B,1,1
1631,3245147222,treatment_B,0,0
1632,20986793428,treatment_B,3,1
1633,235695116,control,0,0
1634,20538360620,control,5,1
1635,20007121807,control,0,0
1636,13218298216,treatment_B,1,1
1637,223885687,control,0,0
1638,23395894139,treatment_B,2,1
1639,22935867219,treatment_B,0,0
1640,7818933014,treatment,1,1
1641,7369040089,treatment_B,0,0
1642,23558354761,treatment_B,0,0
1643,8208901849,treatment_B,0,0
1644,1263460989,treatment_B,0,0
1645,15244009154,treatment,1,1
1646,15244009154,treatment,2,1
1647,15244009154,treatment,1,1
1648,235120370,treatment,10,1
1649,23241645730,treatment,0,0
1650,7208021679,treatment,1,1
1651,7208021679,treatment,1,1
1652,7208021679,treatment,1,1
1653,204628096,treatment,0,0
1654,20297679644,treatment,0,0
1655,238454379,treatment_B,2,1
1656,23260445803,control,0,0
1657,23046353642,treatment,0,0
1658,21784544342,treatment_B,0,0
1659,16993663061,treatment_B,4,1
1660,16993663061,treatment_B,1,1
1661,16993663061,treatment_B,2,1
1662,16993663061,treatment_B,1,1
1663,1718923,treatment_B,0,0
1664,7278890609,treatment,1,1
1665,3184290603,treatment_B,0,0
1666,21092962161,treatment_B,1,1
1667,17351485103,treatment_B,0,0
1668,23253276204,control,0,0
1669,211106259,treatment,1,1
1670,19279472619,treatment_B,1,1
1671,2423391553,treatment,0,0
1672,1403838182,control,0,0
1673,19174893069,treatment,0,0
1674,12108990756,treatment,0,0
1675,217410402,treatment_B,0,0
1676,21564773604,control,0,0
1677,231206135,treatment,0,0
1678,15280325268,treatment_B,0,0
1679,9827367804,treatment_B,0,0
1680,17847797397,control,0,0
1681,22940921035,control,0,0
1682,3558888009,treatment_B,1,1
1683,23683766917,treatment,0,0
1684,15199487227,treatment,0,0
1685,23610557747,treatment_B,0,0
1686,21644101089,treatment_B,0,0
1687,12285032702,treatment_B,0,0
1688,8318639767,treatment,0,0
1689,11930815004,treatment,0,0
1690,12197124,treatment,0,0
1691,10123350283,control,0,0
1692,420229319,control,0,0
1693,3960741219,treatment,1,1
1694,3960741219,treatment,1,1
1695,3960741219,treatment,1,1
1696,236560546,treatment,0,0
1697,3842487066,control,0,0
1698,21499747395,treatment,0,0
1699,281235689,control,1,1
1700,19842451442,treatment_B,0,0
1701,234342328,control,0,0
1702,16821942016,treatment_B,0,0
1703,9913731680,treatment,0,0
1704,3600481072,treatment,0,0
1705,17418627857,treatment,0,0
1706,23178812283,treatment,0,0
1707,22963774295,control,0,0
1708,22664133988,treatment_B,0,0
1709,21825873835,treatment,0,0
1710,11373199417,control,0,0
1711,23231660106,treatment,0,0
1712,23085789808,treatment_B,2,1
1713,19715286504,treatment,0,0
1714,23066608913,treatment,0,0
1715,12463700048,control,3,1
1716,7643850439,control,0,0
1717,23472153919,control,0,0
1718,5509702,treatment,5,1
1719,23204194478,control,0,0
1720,18344174740,treatment,0,0
1721,18616664707,control,0,0
1722,843766677,treatment_B,0,0
1723,1289236806,treatment,0,0
1724,10304122239,treatment_B,2,1
1725,183837667,treatment,1,1
1726,183837667,treatment,1,1
1727,6668844720,treatment,1,1
1728,6668844720,treatment,1,1
1729,18792675641,treatment,0,0
1730,11445852508,control,0,0
1731,182015394,treatment,3,1
1732,6633311663,treatment_B,1,1
1733,16573846931,treatment_B,0,0
1734,17228477316,control,0,0
1735,17728111845,treatment,0,0
1736,21567960385,control,4,1
1737,220353093,control,0,0
1738,22772273841,control,1,1
1739,6701041805,treatment_B,0,0
1740,394936149,treatment_B,0,0
1741,21849456251,treatment_B,0,0
1742,18502910709,control,0,0
1743,20276112389,treatment,2,1
1744,6633978207,treatment,0,0
1745,2142006203,treatment,0,0
1746,17144609634,control,0,0
1747,12917421476,control,0,0
1748,17171873625,control,1,1
1749,13411720314,control,1,1
1750,15222230532,control,3,1
1751,7217980249,treatment_B,0,0
1752,23273880126,treatment,0,0
1753,18019735018,control,0,0
1754,13117409908,treatment_B,0,0
1755,6114239362,control,0,0
1756,22979328659,treatment_B,0,0
1757,13835957604,control,1,1
1758,226182793,treatment_B,0,0
1759,10057554573,treatment_B,0,0
1760,17054375609,treatment,1,1
1761,222116757,treatment_B,2,1
1762,222116757,treatment_B,1,1
1763,13967796756,control,0,0
1764,19064589300,treatment_B,1,1
1765,18314987685,treatment,1,1
1766,13555454188,treatment,1,1
1767,23138959417,treatment,0,0
1768,3075681294,control,0,0
1769,194557128,treatment_B,0,0
1770,23073833249,treatment_B,0,0
1771,266407913,treatment,0,0
1772,179004258,control,0,0
1773,15738199716,treatment_B,0,0
1774,22197495500,treatment,5,1
1775,22197495500,treatment,2,1
1776,2783904876,control,0,0
1777,204191655,treatment_B,0,0
1778,10656733063,treatment,0,0
1779,245811902,control,0,0
1780,6340784,control,0,0
1781,23262926530,control,0,0
1782,3203281797,treatment_B,0,0
1783,17340744863,control,0,0
1784,3397538690,control,2,1
1785,7954563595,treatment_B,0,0
1786,23499445064,treatment,0,0
1787,23128285078,treatment_B,0,0
1788,19911742007,control,1,1
1789,2941006494,treatment_B,0,0
1790,15082258618,control,0,0
1791,12365813002,treatment_B,0,0
1792,23063311811,control,1,1
1793,8306253428,treatment_B,1,1
1794,8306253428,treatment_B,2,1
1795,14175491818,treatment,0,0
1796,206504192,control,1,1
1797,3630536013,treatment,0,0
1798,15343186316,treatment_B,0,0
1799,6267352727,treatment_B,3,1
1800,20061231336,treatment,1,1
1801,18072574009,treatment,0,0
1802,23110843847,treatment,0,0
1803,283058537,control,0,0
1804,16881402361,treatment,0,0
1805,3159427054,treatment,0,0
1806,190208752,treatment_B,0,0
1807,2792240246,control,0,0
1808,18355816579,treatment_B,1,1
1809,23364396411,treatment,0,0
1810,22402000969,treatment_B,1,1
1811,23232676836,treatment_B,0,0
1812,16949085373,control,0,0
1813,21928058434,treatment,0,0
1814,15819320120,control,0,0
1815,7385281826,treatment_B,0,0
1816,8443366,control,0,0
1817,9368521397,treatment,0,0
1818,23233301791,control,0,0
1819,3641940443,treatment_B,0,0
1820,14466038092,treatment_B,0,0
